movieid,6< & <=12,<=2,12< & <=18,2< & <=6,Augusta Daniel,>18,Joseph Brooks,Action,Adventure,Animation,Anime,Biography,Comedy,Crime,Documentary,Drama,Faith & spirituality,Fantasy,Foreign,Gay & lesbian,Health & wellness,History,Holiday,Horror,Kids & family,Lgbtq+,Music,Musical,Mystery & thriller,Nature,News,Other,Romance,Sci-fi,Short,Sports,Sports & fitness,Stand-up,Variety,War,Western,audienceScore,runtimeMinutes,rating,have_rating,ratingContents
adventure_iron_man_emerald_epic,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,71.0,,False,
adventure_jack_torrance,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,94.0,,False,
adventure_james_bond_enigma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,95.0,,False,
adventure_james_bond_radiant_secret,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,85.0,,False,
adventure_james_t._kirk_tyler_durden,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,118.0,,False,
adventure_john_mcclane_trinity,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,95.5,['PG'],True,"['Sensuality', 'Language', 'Thematic Elements']"
adventure_katniss_everdeen_mr._miyagi_enigma,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,92.0,['PG'],True,"['Brief Mild Language', 'Thematic Elements', 'Some Peril', 'Brief Mild Language', 'Thematic Elements', 'Some Peril']"
adventure_lara_croft_indiana_jones,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77.0,106.0,,False,
adventure_luke_skywalker_bruce_wayne_phantom,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,110.0,,False,
adventure_luke_skywalker_holly_golightly_sherlock_holmes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,103.0,,False,
adventure_luke_skywalker_rick_blaine,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,122.0,,False,
adventure_magic_sherlock_holmes_james_bond,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,103.0,,False,
adventure_majestic_rocky_balboa_luke_skywalker,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,98.0,,False,
adventure_majestic_the_bride_t-800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,98.0,,False,
adventure_marvelous_jon_snow_dorothy_gale,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,129.0,,False,
adventure_michael_corleone_han_solo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.0,98.0,,False,
adventure_myriad_black_widow,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,122.0,,False,
adventure_myth_vito_corleone,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,33.0,81.0,,False,
adventure_oracle_the_terminator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,166.0,,False,
adventure_phantom_rick_blaine,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,93.0,,False,
adventure_pirate_lara_croft_forrest_gump,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0,95.0,['R'],True,['Some Violence']
adventure_princess_leia_heroic_moonlit,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.0,101.0,,False,
adventure_princess_leia_mythical_dorothy_gale,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,92.0,['R'],True,"['Some War Violence', 'Language']"
adventure_radiant_enchant_illusion,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,98.0,,False,
adventure_rocky_balboa_dorothy_gale,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59.0,95.0,,False,
adventure_rocky_balboa_wondrous,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,66.0,108.66666666666667,['R'],True,"['Sexual Content/Nudity', 'Pervasive Language', 'Brief Drug Use', 'Strong Violence Including Rape']"
adventure_sapphire_rick_blaine,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,124.0,['PG'],True,"['Some Thematic Elements', 'Language']"
adventure_spectacular_gandalf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64.0,139.0,,False,
adventure_superman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28.0,86.0,['R'],True,"['Some Bloody Images', 'Pervasive Language', 'Violence']"
adventure_surreal_han_solo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,102.0,,False,
adventure_tony_montana_ellen_ripley,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,118.5,,False,
adventure_velvet_e.t._ellis_redding,0,3,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.0,86.0,['PG'],True,"['Sensuality', 'Language']"
adventure_wanderer_norman_bates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,78.0,,False,
adventure_witch_epic_scarlett_o'hara,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,82.0,,False,
adventure_wolverine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.0,69.0,,False,
adventure_wondrous_dream_mystic,0,2,1,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.666666666666664,84.0,['R'],True,"['Sexual Content', 'Language', 'Some Violence']"
adventure_wondrous_majestic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,90.0,,False,
adventure_zephyr_wolverine_rocky_balboa,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27.0,79.0,['R'],True,"['Strong Bloody Horror Violence', 'Some Language']"
anakin_skywalker_annie_hall_fantasy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,88.0,,False,
anakin_skywalker_annie_hall_katniss_everdeen_evoke,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.0,87.0,,False,
anakin_skywalker_captain_america_aurora_tony_montana,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,94.0,['R'],True,"['Pervasive Language', 'A Scene of Drug Use', 'Strong Sexual Content']"
anakin_skywalker_chronicles,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,99.0,,False,
anakin_skywalker_crimson_spectacular_adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,80.0,,False,
anakin_skywalker_crystal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,88.0,['R'],True,"['Language', 'Drug Use', 'Sexual Content', 'Violence']"
anakin_skywalker_crystal_jon_snow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,113.0,,False,
anakin_skywalker_dracula_iron_man,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,115.0,['R'],True,"['Language', 'A Brief Sexual Situation', 'Strong Bloody Horror Violence']"
anakin_skywalker_dracula_sherlock_holmes_v,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,95.5,,False,
anakin_skywalker_dracula_vito_corleone_captain_jack_sparrow,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,105.0,,False,
anakin_skywalker_dragon_captain_jack_sparrow_terminator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,138.0,,False,
anakin_skywalker_e.t._willy_wonka_eon,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,90.0,,False,
anakin_skywalker_edward_scissorhands_valley_crown,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,120.0,,False,
anakin_skywalker_ellen_ripley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,97.0,,False,
anakin_skywalker_ellen_ripley_brave,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,79.0,,False,
anakin_skywalker_ellen_ripley_wolverine,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,100.0,,False,
anakin_skywalker_ellis_redding,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,57.333333333333336,93.0,['R'],True,"['A Sex Scene', 'A Sex Scene']"
anakin_skywalker_enchanted_valiant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,116.0,,False,
anakin_skywalker_epic_ferris_bueller_hiccup,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.0,173.0,,False,
anakin_skywalker_escape,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.0,132.0,,False,
anakin_skywalker_fantastic,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,158.5,['R'],True,"['Strong Violence', 'Pervasive Language']"
anakin_skywalker_ferris_bueller_ferris_bueller_t-800,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.0,65.0,['PG'],True,"['Suggestive Humor', 'Some Brief Language']"
anakin_skywalker_fortune_katniss_everdeen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,110.0,['PG-13'],True,"['Some Disturbing Images', 'Mature Thematic Material', 'Brief Strong Language']"
anakin_skywalker_gandalf_secret,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.0,96.0,['PG'],True,['Thematic Elements']
anakin_skywalker_glorious_destiny_astonish,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,104.1128464385664,,False,
anakin_skywalker_gollum_magician,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0,93.0,['R'],True,"['Language Throughout', 'Graphic Nudity', 'Sexual Content', 'Strong Violence']"
anakin_skywalker_han_solo_katniss_everdeen_eclipse,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34.5,95.5,['R'],True,"['Some Brief Drug Use', 'Pervasive Language', 'Violence and Terror']"
anakin_skywalker_hermione_granger,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,90.0,,False,
anakin_skywalker_hiccup_darth_vader_intrigue,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,97.5,['R'],True,"['Language', 'Horror Violence', 'Some Sexual Content']"
anakin_skywalker_hulk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25.0,95.0,,False,
anakin_skywalker_indiana_jones_hermione_granger_labyrinth,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,95.0,['R'],True,['Language Throughout']
anakin_skywalker_jack_torrance_e.t._black_widow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,43.0,90.0,,False,
anakin_skywalker_james_t._kirk_aurora,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,119.0,,False,
anakin_skywalker_john_mcclane_hannibal_lecter_treasure,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45.0,101.0,,False,
anakin_skywalker_john_wick,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,107.0,['PG-13'],True,"['Some Disturbing Images', 'Mature Thematic Material']"
anakin_skywalker_jon_snow_eon_dracula,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,95.0,['PG-13'],True,['Some Mature Thematic Elements']
anakin_skywalker_katniss_everdeen_magician,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,105.0,['PG-13'],True,"['Thematic Elements', 'Brief Nudity', 'Thematic Elements', 'Brief Nudity']"
anakin_skywalker_katniss_everdeen_moonlit,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,101.0,['PG'],True,"['Some Violence', 'Language', 'Brief Partial Nudity']"
anakin_skywalker_labyrinth_whisper,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,98.0,,False,
